facility_id,infection_score_hai_1_cilower,infection_score_hai_1_ciupper,infection_score_hai_1_dopc,infection_score_hai_1_eligcases,infection_score_hai_1_numerator,infection_score_hai_1_sir,infection_score_hai_2_cilower,infection_score_hai_2_ciupper,infection_score_hai_2_dopc,infection_score_hai_2_eligcases,infection_score_hai_2_numerator,infection_score_hai_2_sir,infection_score_hai_3_cilower,infection_score_hai_3_ciupper,infection_score_hai_3_dopc,infection_score_hai_3_eligcases,infection_score_hai_3_numerator,infection_score_hai_3_sir,infection_score_hai_4_cilower,infection_score_hai_4_ciupper,infection_score_hai_4_dopc,infection_score_hai_4_eligcases,infection_score_hai_4_numerator,infection_score_hai_4_sir,infection_score_hai_5_cilower,infection_score_hai_5_ciupper,infection_score_hai_5_dopc,infection_score_hai_5_eligcases,infection_score_hai_5_numerator,infection_score_hai_5_sir,infection_score_hai_6_cilower,infection_score_hai_6_ciupper,infection_score_hai_6_dopc,infection_score_hai_6_eligcases,infection_score_hai_6_numerator,infection_score_hai_6_sir,infection_flag_hai_1_cilower,infection_flag_hai_1_ciupper,infection_flag_hai_1_dopc,infection_flag_hai_1_eligcases,infection_flag_hai_1_numerator,infection_flag_hai_1_sir,infection_flag_hai_2_cilower,infection_flag_hai_2_ciupper,infection_flag_hai_2_dopc,infection_flag_hai_2_eligcases,infection_flag_hai_2_numerator,infection_flag_hai_2_sir,infection_flag_hai_3_cilower,infection_flag_hai_3_ciupper,infection_flag_hai_3_dopc,infection_flag_hai_3_eligcases,infection_flag_hai_3_numerator,infection_flag_hai_3_sir,infection_flag_hai_4_cilower,infection_flag_hai_4_ciupper,infection_flag_hai_4_dopc,infection_flag_hai_4_eligcases,infection_flag_hai_4_numerator,infection_flag_hai_4_sir,infection_flag_hai_5_cilower,infection_flag_hai_5_ciupper,infection_flag_hai_5_dopc,infection_flag_hai_5_eligcases,infection_flag_hai_5_numerator,infection_flag_hai_5_sir,infection_flag_hai_6_cilower,infection_flag_hai_6_ciupper,infection_flag_hai_6_dopc,infection_flag_hai_6_eligcases,infection_flag_hai_6_numerator,infection_flag_hai_6_sir
28006F,,2.234,1443.0,1.341,0.0,0.0,0.032,3.2,1784.0,1.541,1.0,0.649,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,,,,,,,,,,,,
280077,,,386.0,0.235,1.0,,,,391.0,0.199,1.0,,,,7.0,0.161,0.0,,,,72.0,0.56,2.0,,,,12176.0,0.462,0.0,,0.061,1.204,11520.0,5.49,2.0,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
280081,,0.866,3402.0,3.459,0.0,0.0,0.011,1.042,3866.0,4.734,1.0,0.211,0.883,5.341,76.0,2.075,5.0,2.41,,,26.0,0.232,1.0,,0.014,1.408,42959.0,3.504,1.0,0.285,0.027,0.291,42959.0,28.037,3.0,0.107,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
280105,,,109.0,0.074,0.0,,,,159.0,0.096,0.0,,,,4.0,0.089,0.0,,,,9.0,0.073,0.0,,,,3938.0,0.09,0.0,,,2.157,3938.0,1.389,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
280111,,,434.0,0.272,0.0,,,,754.0,0.378,0.0,,,,24.0,0.638,1.0,,,,6.0,0.043,0.0,,,,9656.0,0.248,1.0,,0.07,1.377,9411.0,4.8,2.0,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
280125,,,941.0,0.613,1.0,,,,1077.0,0.781,1.0,,,,33.0,0.859,1.0,,,,6.0,0.041,0.0,,,,25889.0,0.98,0.0,,0.061,1.197,25831.0,5.522,2.0,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
280127,,,,,,,,,,,,,,,3.0,0.071,0.0,,,,7.0,0.057,0.0,,,,3522.0,0.045,0.0,,,,3522.0,0.544,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280128,,,,,,,,,,,,,,,,,,,,,,,,,,,7638.0,0.194,0.0,,0.195,3.835,7638.0,1.723,2.0,1.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
280129,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.0,0.063,0.0,,,,3350.0,0.452,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280130,,1.3,2581.0,2.305,0.0,0.0,0.014,1.416,3458.0,3.484,1.0,0.287,,2.376,49.0,1.261,0.0,0.0,,,35.0,0.262,1.0,,0.727,5.517,32422.0,1.749,4.0,2.287,0.153,0.626,30762.0,24.266,8.0,0.33,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
280131,,,12.0,0.008,0.0,,,,60.0,0.02,0.0,,,,,,,,,,,,,,,,2906.0,0.033,0.0,,,,2906.0,0.434,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280132,,1.612,2381.0,1.858,0.0,0.0,0.027,2.679,2486.0,1.841,1.0,0.543,,,19.0,0.513,0.0,,,,4.0,0.055,0.0,,,2.176,25853.0,1.377,0.0,0.0,0.126,0.96,25853.0,10.048,4.0,0.398,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
280133,,,,,,,,,,,,,,,,,,,,,,,,,,,2683.0,0.03,0.0,,,,2683.0,0.379,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280134,,,1535.0,0.976,0.0,,,1.957,2215.0,1.531,0.0,0.0,0.222,4.37,59.0,1.512,2.0,1.323,,,77.0,0.643,1.0,,,,18507.0,0.864,1.0,,,0.343,16694.0,8.726,0.0,0.0,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
280139,,,642.0,0.43,0.0,,,,716.0,0.397,0.0,,0.027,2.629,79.0,1.876,1.0,0.533,,,6.0,0.053,0.0,,,,11161.0,0.337,0.0,,0.146,1.564,10620.0,5.221,3.0,0.575,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
281302,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,0.012,0.0,,,,591.0,0.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281304,,,163.0,0.045,0.0,,,,206.0,0.134,0.0,,,,,,,,,,,,,,,,1299.0,0.027,0.0,,,,1299.0,0.287,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281306,,,,,,,,,66.0,0.043,0.0,,,,,,,,,,,,,,,,541.0,0.012,0.0,,,,541.0,0.119,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281307,,,,,,,,,,,,,,,,,,,,,,,,,,,758.0,0.015,0.0,,,,758.0,0.167,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281308,,,,,,,,,,,,,,,,,,,,,,,,,,,665.0,0.013,0.0,,,,665.0,0.147,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281313,,,,,,,,,185.0,0.452,0.0,,,,,,,,,,,,,,,,1512.0,0.032,0.0,,,,1438.0,0.318,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281314,,,,,,,,,109.0,0.072,0.0,,,,,,,,,,,,,,,,645.0,0.013,0.0,,,,628.0,0.171,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281315,,,240.0,0.066,0.0,,,,175.0,0.114,0.0,,,,,,,,,,,,,,,,2001.0,0.04,0.0,,,,2001.0,0.441,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281318,,,15.0,0.004,0.0,,,,41.0,0.1,0.0,,,,,,,,,,,,,,,,830.0,0.018,0.0,,,,830.0,0.183,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281319,,,152.0,0.102,0.0,,,,233.0,0.13,1.0,,,,,,,,,,,,,,,,1413.0,0.036,0.0,,,,1413.0,0.289,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281320,,,15.0,0.004,0.0,,,,120.0,0.293,0.0,,,,,,,,,,,,,,,,1057.0,0.021,0.0,,,,1057.0,0.234,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281322,,,144.0,0.039,0.0,,,,210.0,0.137,0.0,,,,,,,,,,,,,,,,2484.0,0.052,0.0,,,,2406.0,0.531,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281323,,,112.0,0.031,0.0,,,,186.0,0.122,0.0,,,,,,,,,,,,,,,,1440.0,0.029,0.0,,,,1440.0,0.319,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281324,,,,,,,,,38.0,0.093,0.0,,,,,,,,,,,,,,,,721.0,0.015,0.0,,,,721.0,0.159,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281325,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,0.01,0.0,,,,514.0,0.113,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281328,,,45.0,0.012,0.0,,,,98.0,0.064,0.0,,,,,,,,,,,,,,,,1003.0,0.022,0.0,,,,1003.0,0.222,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281329,,,288.0,0.079,1.0,,,,319.0,0.209,0.0,,,,,,,,,,,,,,,,2906.0,0.06,0.0,,,,2683.0,0.905,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281331,,,127.0,0.034,0.0,,,,109.0,0.071,0.0,,,,,,,,,,,,,,,,1139.0,0.024,0.0,,,,1139.0,0.251,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281332,,,108.0,0.03,0.0,,,,287.0,0.187,0.0,,,,,,,,,,,,,,,,1703.0,0.035,0.0,,,,1414.0,0.551,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281333,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,0.01,0.0,,,,539.0,0.118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281335,,,,,,,,,41.0,0.027,0.0,,,,,,,,,,,,,,,,605.0,0.012,0.0,,,,605.0,0.134,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281339,,,63.0,0.017,0.0,,,,189.0,0.463,0.0,,,,,,,,,,,,,,,,3161.0,0.066,0.0,,,,3161.0,0.865,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281340,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0,0.017,0.0,,,,801.0,0.177,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281341,,,86.0,0.024,0.0,,,,259.0,0.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281342,,,257.0,0.07,0.0,,,,72.0,0.047,0.0,,,,,,,,,,,,,,,,2350.0,0.049,0.0,,,,2350.0,0.519,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281343,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,0.015,0.0,,,,704.0,0.156,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281345,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.0,0.023,0.0,,,,1027.0,0.227,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281346,,,212.0,0.058,0.0,,,,118.0,0.077,0.0,,,,,,,,,,,,,,,,1074.0,0.023,0.0,,,,1074.0,0.237,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281347,,,36.0,0.01,0.0,,,,96.0,0.062,0.0,,,,,,,,,,,,,,,,321.0,0.006,0.0,,,,213.0,0.047,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281348,,,,,,,,,122.0,0.079,0.0,,,,,,,,,,,,,,,,1332.0,0.028,0.0,,,,1271.0,0.281,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281349,,,196.0,0.054,0.0,,,,153.0,0.373,0.0,,,,,,,,,,,,,,,,1972.0,0.041,0.0,,,,1756.0,0.586,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281350,,,13.0,0.004,0.0,,,,70.0,0.045,0.0,,,,,,,,,,,,,,,,1054.0,0.022,0.0,,,,1054.0,0.328,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281354,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,0.019,0.0,,,,786.0,0.173,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281355,,,93.0,0.026,0.0,,,,131.0,0.085,0.0,,,,,,,,,,,,,,,,1167.0,0.024,0.0,,,,1079.0,0.306,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281359,,,723.0,0.197,1.0,,,,224.0,0.147,1.0,,,,,,,,,,,,,,,,3641.0,0.075,0.0,,0.332,6.542,3641.0,1.01,2.0,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
281360,,,336.0,0.092,0.0,,,,372.0,0.244,0.0,,,,,,,,,,,,,,,,7473.0,0.155,0.0,,,1.377,7473.0,2.176,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
281361,,,,,,,,,148.0,0.097,0.0,,,,,,,,,,,,,,,,2831.0,0.058,0.0,,,,2661.0,0.588,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281362,,,261.0,0.072,0.0,,,2.301,533.0,1.302,0.0,0.0,,,,,,,,,,,,,,,2774.0,0.058,0.0,,,2.886,2649.0,1.038,0.0,0.0,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
281363,,,107.0,0.03,0.0,,,,501.0,0.327,0.0,,,,4.0,0.084,0.0,,,,,,,,,,1684.0,0.035,0.0,,,,1194.0,0.44,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281364,,,251.0,0.068,0.0,,,2.319,529.0,1.292,0.0,0.0,,,15.0,0.391,0.0,,,,1.0,0.008,0.0,,,,3106.0,0.065,0.0,,0.042,4.165,2608.0,1.184,1.0,0.845,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
281365,,,80.0,0.022,0.0,,,,106.0,0.07,0.0,,,,,,,,,,,,,,,,942.0,0.02,0.0,,,,942.0,0.208,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290001,0.324,1.015,16744.0,20.097,12.0,0.597,0.206,0.646,18067.0,31.581,12.0,0.38,0.177,1.069,369.0,10.364,5.0,0.482,,2.63,137.0,1.139,0.0,0.0,0.051,0.546,173707.0,14.966,3.0,0.2,0.462,0.805,157815.0,81.261,50.0,0.615,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
290003,0.39,0.941,35287.0,32.238,20.0,0.62,0.151,0.617,22341.0,24.637,8.0,0.325,0.153,1.16,306.0,8.319,4.0,0.481,,1.402,237.0,2.136,0.0,0.0,0.239,1.082,232734.0,12.793,7.0,0.547,0.018,0.094,206692.0,133.14,6.0,0.045,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
290005,,0.783,5551.0,3.828,0.0,0.0,,1.195,3586.0,2.507,0.0,0.0,,2.626,35.0,1.141,0.0,0.0,,,,,,,,1.983,26544.0,1.511,0.0,0.0,0.003,0.313,26544.0,15.758,1.0,0.063,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
290007,0.532,1.257,19895.0,25.105,21.0,0.836,0.198,0.747,12759.0,22.112,9.0,0.407,0.136,1.453,191.0,5.618,3.0,0.534,,,92.0,0.851,3.0,,0.218,1.121,147366.0,11.134,6.0,0.539,0.407,0.771,139000.0,66.983,38.0,0.567,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
290008,,,65.0,0.054,0.0,,,,452.0,0.338,0.0,,,,4.0,0.09,0.0,,,,4.0,0.024,0.0,,,,4051.0,0.108,0.0,,,,3551.0,0.851,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290009,,2.045,2058.0,1.465,0.0,0.0,,1.623,2525.0,1.846,0.0,0.0,,1.605,69.0,1.867,0.0,0.0,,,16.0,0.169,0.0,,0.043,4.274,20965.0,1.154,1.0,0.867,0.155,1.175,20965.0,8.209,4.0,0.487,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
290012,,,155.0,0.09,0.0,,,,65.0,0.036,0.0,,,,,,,,,,,,,,,,728.0,0.02,0.0,,,,728.0,0.328,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290019,0.255,2.726,4319.0,2.995,3.0,1.002,0.294,2.231,6111.0,4.324,4.0,0.925,0.903,4.085,142.0,3.39,7.0,2.065,,,29.0,0.246,0.0,,0.161,3.174,49739.0,2.082,2.0,0.961,0.232,0.695,48355.0,31.18,13.0,0.417,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
29001F,,,560.0,0.466,0.0,,,,728.0,0.431,1.0,,,,,,,,,,,,,,,,,,,,0.234,1.774,9183.0,5.44,4.0,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
290021,0.032,0.631,9938.0,10.469,2.0,0.191,0.025,0.486,9791.0,13.598,2.0,0.147,0.585,3.003,161.0,4.156,6.0,1.444,,2.9,125.0,1.033,0.0,0.0,0.235,1.42,84509.0,7.803,5.0,0.641,0.007,0.129,84509.0,51.071,2.0,0.039,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
29002F,,,612.0,0.532,0.0,,0.041,3.993,1562.0,1.235,1.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,,,,,,,,,,,,
290032,,,893.0,0.639,0.0,,0.033,3.219,2181.0,1.532,1.0,0.653,0.026,2.607,74.0,1.892,1.0,0.529,,,12.0,0.102,0.0,,,,22096.0,0.946,1.0,,0.196,1.183,22096.0,9.368,5.0,0.534,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
