facility_id,unplanned_score_edac_30_ami,unplanned_score_edac_30_hf,unplanned_score_edac_30_pn,unplanned_score_hybrid_hwr,unplanned_score_op_32,unplanned_score_op_35_adm,unplanned_score_op_35_ed,unplanned_score_op_36,unplanned_score_readm_30_ami,unplanned_score_readm_30_cabg,unplanned_score_readm_30_copd,unplanned_score_readm_30_hf,unplanned_score_readm_30_hip_knee,unplanned_score_readm_30_pn,unplanned_flag_edac_30_ami,unplanned_flag_edac_30_hf,unplanned_flag_edac_30_pn,unplanned_flag_hybrid_hwr,unplanned_flag_op_32,unplanned_flag_op_35_adm,unplanned_flag_op_35_ed,unplanned_flag_op_36,unplanned_flag_readm_30_ami,unplanned_flag_readm_30_cabg,unplanned_flag_readm_30_copd,unplanned_flag_readm_30_hf,unplanned_flag_readm_30_hip_knee,unplanned_flag_readm_30_pn
190167,,-18.2,-18.2,15.3,12.6,,,0.9,,,17.7,19.9,,15.4,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,,,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
190176,85.0,7.6,18.8,15.3,15.0,10.9,6.0,1.0,15.0,11.2,18.2,19.6,4.4,16.2,more days than average per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
190183,,17.0,131.7,14.8,12.8,,,,,,,19.2,,16.7,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
190184,,28.6,96.6,15.6,13.1,,,,,,17.5,20.2,,17.0,,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,,,number of cases too small,,,no different than the national rate,no different than the national rate,,no different than the national rate
190190,,-16.2,,15.5,,,,,,,,20.1,,,,average days per 100 discharges,number of cases too small,no different than the national rate,,,,,,,number of cases too small,no different than the national rate,,number of cases too small
190201,,,,14.6,12.9,9.5,4.9,1.1,,,,,,,,number of cases too small,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,,,number of cases too small,number of cases too small,,number of cases too small
190202,-17.2,3.2,-3.3,14.6,12.2,9.3,5.2,0.9,13.0,,17.8,19.9,,16.4,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
190208,,,,14.9,,,,,,,20.2,,,,,number of cases too small,number of cases too small,no different than the national rate,,,,,,,no different than the national rate,number of cases too small,,number of cases too small
190218,,,1.5,15.4,14.1,,,,,,,,,15.6,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
190241,,,,,12.9,,,1.1,,,,,,,,,,number of cases too small,no different than the national rate,,,no different than expected,,,,,number of cases too small,
190245,,,,15.2,13.0,,,0.8,,,,,,,,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,number of cases too small,number of cases too small,number of cases too small,
190251,,,,14.5,,,,0.8,,,,,4.4,,,,,no different than the national rate,,number of cases too small,number of cases too small,no different than expected,,,,,no different than the national rate,
190255,,,,14.6,11.6,,,0.9,,,,,,,,,,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,,,number of cases too small,
190256,,,,15.3,,,,1.0,,,,,5.5,,,,,no different than the national rate,,,,no different than expected,,,,,no different than the national rate,
190259,,,,14.6,,,,1.0,,,,,4.5,,,,,no different than the national rate,,,,no different than expected,,,,,no different than the national rate,
190266,,,,16.4,,,,1.0,,,,,,,,,,no different than the national rate,,,,no different than expected,,,,,,
190267,,,,14.0,,,,0.8,,,,,4.7,,,,,no different than the national rate,,,,no different than expected,,,,,no different than the national rate,
190270,,,,14.4,,,,1.0,,,,,,,,number of cases too small,number of cases too small,no different than the national rate,number of cases too small,,,no different than expected,,,,number of cases too small,number of cases too small,number of cases too small
190274,58.0,-10.9,8.0,15.3,12.6,,,1.0,13.7,,17.7,19.1,,15.8,more days than average per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
190278,,,,14.6,,,,1.0,,,,,5.4,,,,,no different than the national rate,,,,no different than expected,,,,,no different than the national rate,
190298,,,,14.8,12.5,,,0.7,,,,,6.3,,,,,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,better than expected,,,,,no different than the national rate,
190300,,,,14.9,,,,,,,,,,,,,,no different than the national rate,,,,,,,,,,
190303,,,,14.5,,,,1.0,,,,,,,,,,no different than the national rate,number of cases too small,,,no different than expected,,,,,number of cases too small,
190308,,0.3,-50.0,15.0,13.1,,,,,,,20.1,,15.3,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,,,number of cases too small,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
190312,,11.3,-25.6,15.6,13.3,,,1.0,,,,20.2,,16.0,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
190313,,,,14.9,12.8,,,,,,,,,,,number of cases too small,number of cases too small,no different than the national rate,no different than the national rate,,,number of cases too small,,,number of cases too small,number of cases too small,number of cases too small,number of cases too small
190316,,210.4,-40.0,15.0,,,,,,,,20.6,,15.5,number of cases too small,more days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,,,,,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
190317,,,,,,9.3,5.2,1.0,,,,,,,,,,number of cases too small,,no different than the national rate,no different than the national rate,no different than expected,,,,,number of cases too small,
190318,,29.5,-45.8,15.1,13.3,,,1.0,,,17.3,20.2,,14.5,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,,,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
19043F,,-53.5,,14.1,,,,,,,,18.4,,,,fewer days than average per 100 discharges,number of cases too small,no different than the national rate,,,,,,,number of cases too small,no different than the national rate,,number of cases too small
19047F,65.6,18.2,30.5,16.1,,,,,15.0,,19.9,20.0,,16.4,more days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,worse than the national rate,,,,,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
19048F,-3.7,-12.9,34.7,15.0,,,,,14.8,,18.3,19.0,5.6,16.8,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,,,,,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
191301,,,-2.2,15.3,13.2,,,,,,,,,15.8,,number of cases too small,average days per 100 discharges,no different than the national rate,no different than the national rate,,,,,,number of cases too small,number of cases too small,,no different than the national rate
191302,,,-57.0,14.6,,,,,,,,,,15.1,number of cases too small,number of cases too small,fewer days than average per 100 discharges,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
191304,,8.8,12.3,14.9,,,,,,,,19.9,,16.2,,average days per 100 discharges,average days per 100 discharges,no different than the national rate,number of cases too small,,,,,,number of cases too small,no different than the national rate,,no different than the national rate
191305,,,,,13.7,,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,,number of cases too small,,,number of cases too small,number of cases too small,number of cases too small,number of cases too small
191310,,,-32.5,14.8,,,,,,,,,,15.5,,number of cases too small,fewer days than average per 100 discharges,no different than the national rate,number of cases too small,,,number of cases too small,,,number of cases too small,number of cases too small,,no different than the national rate
191312,,-23.6,20.8,15.6,,,,,,,17.6,20.0,,17.0,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,number of cases too small,,,,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
191313,,,-7.3,14.7,13.3,,,,,,,,,16.0,,number of cases too small,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,,,number of cases too small,number of cases too small,,no different than the national rate
191315,,121.1,19.1,15.8,,,,,,,,20.5,,16.3,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
191316,,,,,13.1,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,,,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
191317,,,1.5,14.1,13.0,,,,,,,,,15.7,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,no different than the national rate,,,,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
191318,,4.9,74.4,15.7,,,,,,,18.6,20.4,,17.5,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,,,,,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
191321,,,,,12.8,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
191322,,,-49.8,14.9,13.4,,,,,,,,,15.1,,number of cases too small,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,,,number of cases too small,number of cases too small,,no different than the national rate
191323,,16.9,48.7,15.3,13.0,,,,,,,20.0,,16.1,,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,,,number of cases too small,no different than the national rate,,no different than the national rate
191324,,12.4,-48.3,14.5,12.9,,,,,,,19.5,,15.2,,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,,,number of cases too small,no different than the national rate,,no different than the national rate
191326,,,,14.9,,,,,,,,,,,,number of cases too small,number of cases too small,no different than the national rate,,,,,,,number of cases too small,number of cases too small,,number of cases too small
191327,,,-22.3,14.8,,,,,,,,,,15.5,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
200001,,22.1,80.4,15.6,13.3,,,0.9,13.5,,18.8,19.3,4.5,19.2,number of cases too small,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,worse than the national rate
200008,,19.4,-7.8,13.9,13.2,10.4,5.1,1.0,,,17.7,20.1,,15.2,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
200009,1.7,5.2,0.6,14.2,12.2,10.1,6.2,1.0,12.3,10.1,18.3,18.7,4.4,14.9,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
200018,,20.7,-35.3,15.0,14.6,11.0,5.6,1.4,,,17.8,19.3,,14.9,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,worse than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
200020,,-4.3,33.3,14.8,14.4,9.9,5.4,1.0,13.4,,17.8,19.1,,16.4,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
200021,,-3.7,0.3,15.5,12.3,9.8,5.0,1.0,,,18.6,18.6,,15.8,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
200024,-5.5,-15.4,-28.9,14.5,12.3,10.6,5.7,1.0,12.6,10.3,18.0,19.2,,13.5,average days per 100 discharges,fewer days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
200031,,134.6,-5.1,15.0,12.8,11.0,7.1,1.0,,,19.3,21.4,,15.5,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
200033,-41.6,-19.8,-25.0,13.4,11.3,10.7,5.0,1.0,9.7,8.5,17.4,16.8,4.1,13.7,fewer days than average per 100 discharges,fewer days than average per 100 discharges,fewer days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,better than the national rate,no different than the national rate,no different than the national rate,better than the national rate,no different than the national rate,no different than the national rate
200034,,-58.5,-32.3,14.7,12.9,10.3,5.6,1.0,,,,18.0,,15.0,number of cases too small,fewer days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
200039,,11.8,4.0,14.4,12.8,10.2,7.0,0.9,13.2,,17.0,18.6,,13.8,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
20003F,,-1.5,21.7,14.7,,,,,13.8,,18.4,18.6,4.9,15.7,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,,,,,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
200050,,-6.7,46.3,15.3,13.8,8.8,5.8,0.9,,,,18.9,,16.9,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
200063,,83.4,37.0,15.3,12.6,10.1,5.4,1.1,,,18.1,20.7,,16.3,number of cases too small,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
201300,,,2.4,14.9,,,,,,,,,,15.9,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
201301,,,,14.6,,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
201302,,-16.7,-42.6,14.4,,9.5,5.3,,,,17.9,19.1,,15.1,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
201303,,,,14.8,,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
201304,,,89.9,14.6,,,,,,,,,,16.6,number of cases too small,number of cases too small,more days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate
201305,,,26.8,15.0,,,,,,,,,,15.8,number of cases too small,number of cases too small,more days than average per 100 discharges,no different than the national rate,,,,,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
201306,,,-20.9,15.0,,,,,,,,,,15.4,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
201307,,100.4,,14.9,,,,,,,,19.7,,,number of cases too small,more days than average per 100 discharges,number of cases too small,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,number of cases too small
201308,,,-38.9,14.1,,,,,,,17.9,,,15.3,number of cases too small,number of cases too small,fewer days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,no different than the national rate,number of cases too small,,no different than the national rate
201309,,,-43.0,15.4,,,,,,,,,,15.6,number of cases too small,number of cases too small,fewer days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate
201310,,-12.0,-14.0,15.3,,,,,,,,19.5,,15.6,,average days per 100 discharges,average days per 100 discharges,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,,number of cases too small,no different than the national rate,,no different than the national rate
201311,,,-17.9,14.7,,,,,,,17.5,,,15.4,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,no different than the national rate,number of cases too small,number of cases too small,no different than the national rate
201312,,-29.1,29.4,15.0,13.1,10.4,5.3,,,,18.4,18.8,,16.4,number of cases too small,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
201313,,,6.5,15.3,,,,,,,18.3,,,15.1,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,no different than the national rate,number of cases too small,,no different than the national rate
201314,,-17.7,-16.5,14.5,,9.8,5.8,,,,17.7,19.2,,14.8,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
201315,,-2.4,-10.6,15.0,,9.4,6.2,,,,17.5,19.4,,16.0,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
201316,,-31.4,28.2,15.1,,,,1.0,,,18.3,18.6,,16.5,number of cases too small,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
201317,,,,,12.9,,,1.0,,,,,,,,,,,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,,,,
210001,19.5,14.5,50.5,15.9,14.1,14.2,5.6,1.9,13.9,,18.1,19.0,4.3,19.8,more days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,worse than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,worse than the national rate
210002,16.3,-12.4,-9.9,14.3,14.3,10.5,4.4,1.1,13.8,9.9,18.2,18.2,,15.1,more days than average per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
210003,-11.6,76.3,0.5,15.2,13.6,,,0.9,12.7,10.1,18.9,22.2,,15.0,average days per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
210004,37.8,14.6,32.9,15.5,12.8,,,1.0,14.3,,17.3,19.1,4.5,15.7,more days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210005,27.6,-4.0,-7.0,14.1,12.7,11.5,5.0,0.9,13.7,,19.4,18.5,4.9,13.9,more days than average per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,better than the national rate
210008,,126.1,58.8,15.5,12.8,8.9,4.6,0.7,,,18.7,21.6,6.0,16.9,number of cases too small,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,better than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210009,49.6,-21.6,26.4,14.7,12.1,13.3,4.0,0.9,13.8,10.5,16.8,16.8,,15.3,more days than average per 100 discharges,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,worse than the national rate,better than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,better than the national rate,number of cases too small,no different than the national rate
210011,18.2,-5.1,30.9,14.1,12.5,9.4,4.7,0.9,13.3,,18.7,18.9,5.8,16.2,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210012,21.6,49.1,21.7,13.7,12.2,12.2,5.1,1.4,13.0,9.6,17.1,20.5,3.8,14.4,more days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,worse than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210015,21.7,-22.1,-1.8,15.0,13.4,12.9,5.0,1.1,14.2,,18.1,18.6,,14.4,more days than average per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
210016,48.1,5.0,24.8,14.9,13.9,,,1.0,14.0,11.6,18.6,19.5,5.1,16.1,more days than average per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210017,,0.8,-34.7,14.4,12.8,11.5,7.2,1.1,,,17.6,19.3,3.7,15.1,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210018,,-8.7,19.4,14.4,13.7,12.8,6.1,1.1,13.2,,18.3,18.5,4.8,15.1,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210019,20.9,-12.9,11.4,13.8,10.7,10.7,6.4,1.0,13.7,9.3,17.9,17.5,4.3,15.4,more days than average per 100 discharges,fewer days than average per 100 discharges,more days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210022,25.7,4.9,17.8,14.5,13.7,,,1.0,13.6,10.3,17.9,20.2,5.2,16.4,more days than average per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210023,13.4,1.7,12.3,14.8,14.4,12.3,4.4,0.7,14.4,10.1,18.6,18.8,5.3,16.1,more days than average per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,better than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210024,-22.8,-11.3,-20.8,13.5,,,,0.9,11.7,9.3,18.5,18.0,4.0,14.5,fewer days than average per 100 discharges,fewer days than average per 100 discharges,fewer days than average per 100 discharges,better than the national rate,number of cases too small,number of cases too small,number of cases too small,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210027,9.1,4.5,-11.6,13.6,12.9,11.7,5.4,1.0,14.0,10.0,18.9,19.1,4.4,14.0,average days per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210028,,39.0,-6.2,13.3,13.1,9.6,5.4,1.2,13.0,,16.3,20.4,4.4,14.0,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210029,-15.0,0.9,-33.0,13.7,14.4,12.3,5.0,0.8,13.3,,18.5,17.7,4.4,13.8,average days per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210030,,-61.1,-13.0,14.0,12.0,10.2,6.4,,,,16.8,18.3,,14.8,number of cases too small,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
210032,,3.1,16.2,14.8,11.8,11.3,5.6,1.1,13.3,,19.1,19.6,4.9,16.5,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
210033,8.0,-8.6,22.1,15.1,12.7,,,0.9,13.3,,18.2,19.9,,16.7,average days per 100 discharges,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
210034,,-1.5,7.1,13.7,12.7,,,1.1,13.9,,16.8,18.7,,15.9,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
210035,,64.7,30.6,13.6,13.7,,,1.1,,,16.2,20.4,4.7,15.3,number of cases too small,more days than average per 100 discharges,more days than average per 100 discharges,better than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
