facility_id,comp_score_comp_hip_knee,comp_score_hybrid_hwm,comp_score_mort_30_ami,comp_score_mort_30_cabg,comp_score_mort_30_copd,comp_score_mort_30_hf,comp_score_mort_30_pn,comp_score_mort_30_stk,comp_score_psi_03,comp_score_psi_04,comp_score_psi_06,comp_score_psi_08,comp_score_psi_09,comp_score_psi_10,comp_score_psi_11,comp_score_psi_12,comp_score_psi_13,comp_score_psi_14,comp_score_psi_15,comp_score_psi_90,comp_flag_comp_hip_knee,comp_flag_hybrid_hwm,comp_flag_mort_30_ami,comp_flag_mort_30_cabg,comp_flag_mort_30_copd,comp_flag_mort_30_hf,comp_flag_mort_30_pn,comp_flag_mort_30_stk,comp_flag_psi_03,comp_flag_psi_04,comp_flag_psi_06,comp_flag_psi_08,comp_flag_psi_09,comp_flag_psi_10,comp_flag_psi_11,comp_flag_psi_12,comp_flag_psi_13,comp_flag_psi_14,comp_flag_psi_15,comp_flag_psi_90
230046,3.3,3.2,10.8,2.1,8.4,8.9,11.4,14.0,0.41,219.85,0.27,0.26,3.41,1.91,9.57,2.78,4.45,1.99,1.16,0.92,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230047,4.3,4.0,11.0,2.7,8.8,11.4,15.2,15.3,0.26,169.77,0.27,0.26,2.33,1.22,6.89,4.59,3.79,1.8,0.72,0.8,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230053,,4.0,14.6,1.9,8.0,12.2,17.3,11.2,1.0,218.65,0.18,0.29,3.11,1.1,7.67,3.24,4.57,1.98,1.28,1.02,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230054,3.0,4.1,12.5,2.5,7.3,13.7,18.4,11.1,0.93,193.66,0.17,0.32,3.17,1.44,12.25,3.05,4.14,1.61,1.12,1.1,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230055,,4.2,,,10.2,11.3,14.5,15.7,0.41,,0.33,0.3,2.6,1.65,16.0,3.25,6.8,1.72,1.0,1.18,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230058,,4.3,,,10.6,13.1,15.6,13.7,0.49,,0.2,0.26,2.31,,,3.34,,1.73,1.02,0.94,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230059,3.8,4.3,12.3,,8.8,10.6,15.4,13.9,0.89,198.96,0.23,0.26,2.44,1.46,7.92,4.48,6.66,1.61,1.09,1.12,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
23005F,,,,,,14.3,14.4,,0.57,,0.21,0.31,,,,,,,,,,,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,Number of Cases Too Small,,,Number of Cases Too Small,
230066,4.8,4.3,12.4,2.6,8.5,13.6,14.7,12.5,0.15,210.72,0.33,0.32,2.68,1.68,9.83,3.26,3.88,1.98,1.09,0.85,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230069,,3.7,,,7.5,10.2,13.9,11.3,0.39,,0.2,0.25,2.27,1.66,9.14,3.71,5.16,1.75,1.02,0.92,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230070,2.8,3.7,13.5,2.0,9.3,10.4,18.7,14.6,0.75,173.29,0.23,0.31,2.68,1.5,11.98,3.69,9.14,2.17,1.79,1.28,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230071,,5.5,,,,,,,0.56,,0.21,0.27,,,,,,,,,,No Different Than the National Rate,,,,,,,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,
230072,3.1,3.9,11.0,,11.1,15.4,17.1,13.1,1.31,,0.19,0.3,2.17,1.63,7.72,3.05,4.83,1.71,0.99,1.11,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230075,3.4,3.7,,,8.6,12.2,15.9,11.4,0.53,,0.19,0.28,2.91,1.98,14.4,4.12,4.26,1.64,0.91,1.11,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230077,,4.5,12.3,2.7,7.4,11.8,17.0,12.2,0.29,157.85,0.24,0.29,1.94,1.52,13.42,3.7,5.91,1.65,0.91,1.02,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230080,3.3,4.7,,,11.3,11.9,20.6,,0.49,,0.2,0.27,2.29,1.66,8.88,3.29,5.19,1.75,1.33,0.94,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230081,4.5,4.2,,,7.8,12.5,16.6,13.2,0.42,,0.2,0.26,2.89,1.64,10.83,3.62,5.73,1.72,0.99,1.0,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230085,,4.4,,,,11.4,16.8,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
230089,3.0,3.5,11.5,,7.8,8.4,12.2,11.4,0.18,165.27,0.17,0.23,2.0,1.58,6.1,3.93,5.04,1.62,1.11,0.77,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Better Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230092,,3.9,13.4,2.3,9.9,12.3,16.1,13.5,0.14,177.93,0.14,0.32,2.06,1.4,7.9,3.5,4.26,1.56,0.78,0.75,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230093,,3.7,,,9.6,10.5,13.5,12.9,0.51,,0.21,0.31,2.33,,,3.49,,,1.05,0.97,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
230095,3.6,4.5,,,7.9,10.9,17.6,11.9,0.49,,0.2,0.26,2.29,1.67,8.92,4.77,5.17,1.75,1.04,0.99,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230097,4.5,3.3,13.9,2.2,10.4,12.9,13.1,13.6,0.23,214.32,0.2,0.29,2.14,1.68,4.38,3.16,7.14,1.41,1.59,0.82,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230099,,4.3,13.8,,10.0,12.3,19.1,14.7,0.32,,0.19,0.33,2.5,1.65,18.23,3.98,5.76,1.99,1.2,1.19,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230100,,4.4,,,8.7,14.6,16.2,,0.58,,0.21,0.27,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,,,,,,,Number of Cases Too Small,
230104,,3.9,13.7,4.0,7.4,8.3,15.8,,1.3,158.77,0.44,0.29,2.23,2.0,26.15,5.87,9.42,1.71,1.19,1.93,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Value
230105,4.0,4.2,12.7,1.9,8.1,13.1,16.7,13.9,0.52,179.04,0.22,0.27,1.93,1.44,6.04,2.68,4.93,1.66,1.13,0.82,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230108,,3.8,,,,12.8,14.3,,0.54,,0.21,0.31,2.3,,,3.84,,1.73,1.02,0.98,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230110,,4.1,,,7.3,13.9,12.6,10.9,0.46,,0.2,0.35,2.31,,,3.85,,1.74,1.02,0.96,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230117,3.6,4.1,13.2,1.9,10.2,14.1,21.0,16.3,0.47,178.34,0.21,0.24,2.04,2.32,5.42,3.4,3.95,1.66,0.88,0.81,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
23011F,3.1,,10.2,,9.4,8.7,12.6,,0.15,169.21,0.42,0.32,2.42,1.55,13.28,2.8,3.17,1.49,1.25,0.9,No Different Than the National Rate,,No Different Than the National Rate,,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230121,3.4,4.2,,,8.8,13.4,18.2,12.8,0.85,,0.2,0.3,2.59,1.62,8.78,3.66,4.96,1.73,0.98,1.04,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230130,3.7,3.0,10.9,2.4,9.5,7.7,14.2,11.5,2.22,166.82,0.17,0.23,2.83,2.61,10.64,5.4,5.72,2.17,1.39,1.64,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Rate,Better Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Value
230132,3.7,4.7,12.1,,8.8,11.1,14.4,13.6,0.41,191.46,0.18,0.32,1.91,1.61,7.29,3.43,4.76,1.65,1.16,0.85,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230133,,4.0,,,10.4,12.9,15.1,11.8,0.5,,0.2,0.27,2.28,1.66,8.61,3.3,5.04,1.73,1.0,0.92,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230141,3.4,4.1,12.4,2.0,10.2,11.6,18.3,16.1,0.52,194.1,0.15,0.21,2.28,2.33,8.19,4.83,5.4,1.6,1.02,1.0,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230142,3.6,3.8,11.6,,9.2,10.3,17.7,12.8,1.34,,0.19,0.25,2.2,1.66,8.84,3.09,5.11,1.74,1.27,1.16,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230144,,,,,,,,,,,0.21,0.27,2.31,1.67,9.13,3.5,5.22,,1.05,0.99,,Number of Cases Too Small,,,,,,,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
230146,,4.2,13.3,,8.2,10.5,16.2,14.1,1.11,184.12,0.16,0.26,1.88,1.57,10.24,3.62,5.97,1.67,0.9,1.16,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230151,3.9,3.4,12.1,,8.2,11.3,13.9,12.7,0.67,166.81,0.28,0.26,2.16,1.6,9.1,3.93,5.29,1.65,0.85,1.02,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230156,3.1,3.2,9.9,1.6,7.6,9.0,12.7,11.2,0.49,201.35,0.22,0.36,3.07,0.88,5.87,2.55,5.29,2.25,1.91,0.85,No Different Than the National Rate,Better Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Value
230165,,4.0,12.6,4.8,11.7,9.9,17.0,14.5,0.38,186.89,0.25,0.2,2.01,1.53,8.72,2.72,5.62,1.6,1.44,0.88,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230167,3.9,4.1,12.1,2.2,9.4,14.9,22.9,13.0,1.4,175.02,0.17,0.27,2.16,1.44,6.73,3.34,6.59,1.69,1.19,1.18,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230174,,4.2,,,,13.5,17.5,,0.6,,0.21,0.27,2.34,,,3.49,,,,0.99,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Value
230176,,4.2,12.5,,7.1,11.8,13.5,16.2,0.7,147.52,0.29,0.23,2.33,1.6,7.67,3.46,4.84,1.67,0.9,0.95,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230180,,5.0,,,9.1,15.2,18.5,13.3,0.56,,0.21,0.27,2.32,,,3.44,,,1.05,0.97,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
230193,,4.3,12.5,,9.7,12.6,18.8,12.9,1.06,,0.19,0.25,2.18,1.66,11.58,3.95,5.15,1.73,0.98,1.18,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230195,3.7,4.2,12.2,,8.0,12.5,14.9,11.4,1.14,199.27,0.2,0.24,2.32,1.58,9.88,3.07,5.73,1.61,0.83,1.14,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
230197,3.1,4.7,13.6,2.7,7.7,12.4,16.3,11.3,0.56,165.24,0.17,0.27,2.66,1.58,12.62,3.16,4.65,1.61,1.11,1.02,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
