facility_id,comp_score_comp_hip_knee,comp_score_hybrid_hwm,comp_score_mort_30_ami,comp_score_mort_30_cabg,comp_score_mort_30_copd,comp_score_mort_30_hf,comp_score_mort_30_pn,comp_score_mort_30_stk,comp_score_psi_03,comp_score_psi_04,comp_score_psi_06,comp_score_psi_08,comp_score_psi_09,comp_score_psi_10,comp_score_psi_11,comp_score_psi_12,comp_score_psi_13,comp_score_psi_14,comp_score_psi_15,comp_score_psi_90,comp_flag_comp_hip_knee,comp_flag_hybrid_hwm,comp_flag_mort_30_ami,comp_flag_mort_30_cabg,comp_flag_mort_30_copd,comp_flag_mort_30_hf,comp_flag_mort_30_pn,comp_flag_mort_30_stk,comp_flag_psi_03,comp_flag_psi_04,comp_flag_psi_06,comp_flag_psi_08,comp_flag_psi_09,comp_flag_psi_10,comp_flag_psi_11,comp_flag_psi_12,comp_flag_psi_13,comp_flag_psi_14,comp_flag_psi_15,comp_flag_psi_90
051316,3.2,5.3,,,15.4,12.6,18.4,14.8,,,,,,,,,,,,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
051317,,3.8,,,11.5,15.1,14.8,13.3,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
051318,,3.7,,,7.9,14.1,12.2,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051319,,4.2,,,9.1,11.7,16.2,14.4,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
051320,,4.1,,,9.1,13.1,20.5,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051321,,4.4,,,,,16.5,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051323,,4.2,,,7.9,,,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,,
051324,,4.6,,,,13.4,15.9,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051325,,3.9,,,,11.2,20.4,14.9,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
051326,,4.3,,,,,17.5,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051328,5.9,4.3,,,,9.8,17.2,,,,,,,,,,,,,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051329,,4.2,,,9.7,10.3,13.8,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051330,,3.6,,,10.3,,16.0,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051331,,4.3,,,,,12.8,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
051332,,4.3,,,9.4,9.7,17.3,14.5,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
051334,,3.8,,,,,,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
051336,,4.3,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
060001,,4.5,12.7,2.8,9.4,10.5,18.6,13.0,0.51,187.85,0.23,0.33,2.59,1.92,9.46,4.82,6.73,2.25,1.34,1.11,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060003,,4.5,12.0,,9.6,10.8,18.3,14.6,0.43,,0.2,0.26,2.58,1.65,8.24,3.15,6.02,1.75,1.03,0.92,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060004,,4.3,12.8,,,12.7,16.2,,0.46,,0.2,0.31,2.27,1.65,8.31,3.2,,1.73,1.02,0.91,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060006,,4.2,12.3,,9.8,11.7,16.0,13.3,0.46,,0.26,0.26,2.22,1.66,8.97,3.53,5.12,1.69,0.99,0.94,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060008,3.9,4.6,,,,,16.8,,0.52,,0.21,0.27,2.62,1.67,9.01,3.71,5.15,1.75,1.04,0.96,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060009,,3.8,10.9,,11.6,13.7,18.3,12.7,0.48,177.19,0.29,0.24,2.16,2.31,10.57,3.13,5.21,1.67,0.92,0.99,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060010,2.6,3.8,11.7,,8.6,13.1,14.0,12.0,0.57,150.1,0.22,0.26,2.83,1.56,6.35,2.89,5.01,1.52,1.02,0.87,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060011,,4.1,,,8.4,9.9,14.6,,0.6,169.32,0.19,0.25,2.37,2.09,14.09,3.68,5.62,2.04,1.55,1.16,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060012,3.3,4.0,,,,11.0,16.7,,0.48,,0.27,0.26,2.56,1.64,7.86,3.49,5.89,1.71,1.0,0.94,No Different Than the National Rate,No Different Than the National Rate,,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060013,,3.7,10.3,,9.3,13.8,13.8,12.7,0.3,,0.23,0.25,2.34,1.55,6.38,2.98,5.27,1.68,0.95,0.79,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
060014,3.8,3.9,,,,14.4,14.6,,0.5,185.15,0.43,0.24,1.83,1.49,13.41,5.34,4.34,1.61,0.85,1.12,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
