facility_id,hcahps_pct_h_clean_hsp_a_p,hcahps_pct_h_clean_hsp_sn_p,hcahps_pct_h_clean_hsp_u_p,hcahps_pct_h_comp_1_a_p,hcahps_pct_h_comp_1_sn_p,hcahps_pct_h_comp_1_u_p,hcahps_pct_h_comp_2_a_p,hcahps_pct_h_comp_2_sn_p,hcahps_pct_h_comp_2_u_p,hcahps_pct_h_comp_5_a_p,hcahps_pct_h_comp_5_sn_p,hcahps_pct_h_comp_5_u_p,hcahps_pct_h_comp_6_n_p,hcahps_pct_h_comp_6_y_p,hcahps_pct_h_disch_help_n_p,hcahps_pct_h_disch_help_y_p,hcahps_pct_h_doctor_explain_a_p,hcahps_pct_h_doctor_explain_sn_p,hcahps_pct_h_doctor_explain_u_p,hcahps_pct_h_doctor_listen_a_p,hcahps_pct_h_doctor_listen_sn_p,hcahps_pct_h_doctor_listen_u_p,hcahps_pct_h_doctor_respect_a_p,hcahps_pct_h_doctor_respect_sn_p,hcahps_pct_h_doctor_respect_u_p,hcahps_pct_h_hsp_rating_0_6,hcahps_pct_h_hsp_rating_7_8,hcahps_pct_h_hsp_rating_9_10,hcahps_pct_h_med_for_a_p,hcahps_pct_h_med_for_sn_p,hcahps_pct_h_med_for_u_p,hcahps_pct_h_nurse_explain_a_p,hcahps_pct_h_nurse_explain_sn_p,hcahps_pct_h_nurse_explain_u_p,hcahps_pct_h_nurse_listen_a_p,hcahps_pct_h_nurse_listen_sn_p,hcahps_pct_h_nurse_listen_u_p,hcahps_pct_h_nurse_respect_a_p,hcahps_pct_h_nurse_respect_sn_p,hcahps_pct_h_nurse_respect_u_p,hcahps_pct_h_quiet_hsp_a_p,hcahps_pct_h_quiet_hsp_sn_p,hcahps_pct_h_quiet_hsp_u_p,hcahps_pct_h_recmnd_dn,hcahps_pct_h_recmnd_dy,hcahps_pct_h_recmnd_py,hcahps_pct_h_side_effects_a_p,hcahps_pct_h_side_effects_sn_p,hcahps_pct_h_side_effects_u_p,hcahps_pct_h_symptoms_n_p,hcahps_pct_h_symptoms_y_p,hcahps_linear_h_clean_linear_score,hcahps_linear_h_comp_1_linear_score,hcahps_linear_h_comp_2_linear_score,hcahps_linear_h_comp_5_linear_score,hcahps_linear_h_comp_6_linear_score,hcahps_linear_h_hsp_rating_linear_score,hcahps_linear_h_quiet_linear_score,hcahps_linear_h_recmnd_linear_score,hcahps_stars_h_clean_star_rating,hcahps_stars_h_comp_1_star_rating,hcahps_stars_h_comp_2_star_rating,hcahps_stars_h_comp_5_star_rating,hcahps_stars_h_comp_6_star_rating,hcahps_stars_h_hsp_rating_star_rating,hcahps_stars_h_quiet_star_rating,hcahps_stars_h_recmnd_star_rating,hcahps_stars_h_star_rating
290001,66.0,13.0,21.0,75.0,4.0,21.0,75.0,5.0,20.0,57.0,22.0,21.0,14.0,86.0,16.0,84.0,69.0,6.0,25.0,73.0,6.0,21.0,82.0,4.0,14.0,9.0,22.0,69.0,73.0,12.0,15.0,72.0,5.0,23.0,70.0,6.0,24.0,82.0,1.0,17.0,48.0,14.0,38.0,4.0,72.0,24.0,41.0,32.0,27.0,12.0,88.0,83.0,91.0,89.0,76.0,86.0,88.0,77.0,89.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0
290003,66.0,13.0,21.0,67.0,12.0,21.0,64.0,15.0,21.0,50.0,31.0,19.0,21.0,79.0,24.0,76.0,59.0,17.0,24.0,61.0,18.0,21.0,71.0,11.0,18.0,20.0,23.0,57.0,64.0,18.0,18.0,63.0,14.0,23.0,63.0,13.0,24.0,75.0,8.0,17.0,47.0,20.0,33.0,17.0,57.0,26.0,35.0,44.0,21.0,17.0,83.0,83.0,84.0,81.0,68.0,79.0,79.0,73.0,77.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
290005,68.0,11.0,21.0,70.0,9.0,21.0,74.0,8.0,18.0,53.0,25.0,22.0,20.0,80.0,23.0,77.0,70.0,10.0,20.0,73.0,7.0,20.0,80.0,6.0,14.0,11.0,29.0,60.0,69.0,14.0,17.0,67.0,11.0,22.0,66.0,9.0,25.0,79.0,6.0,15.0,49.0,19.0,32.0,10.0,61.0,29.0,38.0,36.0,26.0,18.0,82.0,84.0,87.0,88.0,72.0,80.0,85.0,76.0,83.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
290007,61.0,15.0,24.0,69.0,8.0,23.0,69.0,9.0,22.0,49.0,29.0,22.0,18.0,82.0,19.0,81.0,63.0,11.0,26.0,66.0,10.0,24.0,77.0,7.0,16.0,14.0,27.0,59.0,63.0,17.0,20.0,63.0,10.0,27.0,66.0,9.0,25.0,78.0,5.0,17.0,42.0,21.0,37.0,11.0,61.0,28.0,36.0,41.0,23.0,18.0,82.0,80.0,87.0,86.0,69.0,81.0,82.0,72.0,81.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
290008,75.0,8.0,17.0,76.0,4.0,20.0,72.0,9.0,19.0,56.0,24.0,20.0,16.0,84.0,15.0,85.0,66.0,10.0,24.0,70.0,11.0,19.0,80.0,5.0,15.0,15.0,26.0,59.0,69.0,15.0,16.0,71.0,5.0,24.0,73.0,5.0,22.0,85.0,2.0,13.0,65.0,5.0,30.0,15.0,46.0,39.0,43.0,33.0,24.0,16.0,84.0,88.0,91.0,87.0,73.0,83.0,83.0,86.0,76.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0
290009,77.0,8.0,15.0,73.0,7.0,20.0,75.0,8.0,17.0,57.0,22.0,21.0,16.0,84.0,21.0,79.0,70.0,9.0,21.0,74.0,8.0,18.0,80.0,6.0,14.0,8.0,24.0,68.0,69.0,12.0,19.0,68.0,8.0,24.0,70.0,10.0,20.0,81.0,4.0,15.0,50.0,15.0,35.0,9.0,71.0,20.0,44.0,32.0,24.0,11.0,89.0,89.0,89.0,88.0,76.0,84.0,87.0,79.0,87.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0
290019,79.0,3.0,18.0,76.0,4.0,20.0,73.0,6.0,21.0,56.0,21.0,23.0,12.0,88.0,13.0,87.0,67.0,5.0,28.0,73.0,7.0,20.0,80.0,6.0,14.0,6.0,22.0,72.0,71.0,10.0,19.0,72.0,4.0,24.0,73.0,5.0,22.0,83.0,2.0,15.0,48.0,12.0,40.0,5.0,72.0,23.0,41.0,32.0,27.0,11.0,89.0,91.0,91.0,89.0,77.0,88.0,89.0,79.0,89.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0
29001F,68.0,9.0,23.0,83.0,1.0,16.0,83.0,3.0,14.0,68.0,15.0,17.0,9.0,91.0,11.0,89.0,77.0,4.0,19.0,81.0,4.0,15.0,87.0,2.0,11.0,6.0,19.0,75.0,76.0,8.0,16.0,76.0,3.0,21.0,80.0,1.0,19.0,90.0,1.0,9.0,58.0,10.0,32.0,5.0,77.0,18.0,57.0,24.0,19.0,8.0,92.0,86.0,94.0,93.0,83.0,91.0,90.0,82.0,90.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0
290021,60.0,13.0,27.0,70.0,9.0,21.0,71.0,9.0,20.0,56.0,25.0,19.0,20.0,80.0,21.0,79.0,66.0,10.0,24.0,68.0,10.0,22.0,78.0,7.0,15.0,15.0,28.0,57.0,70.0,14.0,16.0,67.0,11.0,22.0,66.0,10.0,24.0,78.0,5.0,17.0,51.0,17.0,32.0,12.0,57.0,31.0,43.0,36.0,21.0,18.0,82.0,82.0,87.0,86.0,73.0,79.0,83.0,77.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
29002F,77.0,5.0,18.0,79.0,5.0,16.0,81.0,5.0,14.0,67.0,13.0,20.0,13.0,87.0,14.0,86.0,73.0,6.0,21.0,81.0,5.0,14.0,90.0,3.0,7.0,7.0,17.0,76.0,78.0,8.0,14.0,73.0,7.0,20.0,76.0,5.0,19.0,87.0,2.0,11.0,50.0,14.0,36.0,5.0,74.0,21.0,54.0,20.0,26.0,12.0,88.0,90.0,91.0,92.0,82.0,86.0,90.0,78.0,89.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0
290032,72.0,8.0,20.0,76.0,5.0,19.0,76.0,6.0,18.0,60.0,22.0,18.0,14.0,86.0,17.0,83.0,70.0,7.0,23.0,74.0,8.0,18.0,85.0,4.0,11.0,8.0,21.0,71.0,73.0,9.0,18.0,71.0,6.0,23.0,74.0,6.0,20.0,85.0,4.0,11.0,47.0,14.0,39.0,5.0,73.0,22.0,47.0,36.0,17.0,12.0,88.0,87.0,90.0,90.0,75.0,85.0,88.0,77.0,89.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
290039,72.0,9.0,19.0,75.0,5.0,20.0,69.0,8.0,23.0,52.0,25.0,23.0,16.0,84.0,16.0,84.0,62.0,10.0,28.0,69.0,9.0,22.0,76.0,6.0,18.0,9.0,22.0,69.0,68.0,11.0,21.0,68.0,7.0,25.0,72.0,6.0,22.0,83.0,4.0,13.0,56.0,12.0,32.0,7.0,68.0,25.0,37.0,40.0,23.0,16.0,84.0,87.0,90.0,86.0,71.0,84.0,87.0,81.0,86.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
290041,71.0,9.0,20.0,74.0,6.0,20.0,69.0,10.0,21.0,54.0,26.0,20.0,17.0,83.0,19.0,81.0,63.0,12.0,25.0,66.0,10.0,24.0,77.0,8.0,15.0,11.0,24.0,65.0,68.0,11.0,21.0,68.0,9.0,23.0,69.0,6.0,25.0,84.0,2.0,14.0,53.0,12.0,35.0,6.0,65.0,29.0,40.0,41.0,19.0,15.0,85.0,87.0,89.0,86.0,71.0,82.0,86.0,79.0,85.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
290045,63.0,12.0,25.0,74.0,6.0,20.0,68.0,8.0,24.0,58.0,21.0,21.0,16.0,84.0,18.0,82.0,64.0,11.0,25.0,65.0,9.0,26.0,76.0,5.0,19.0,11.0,25.0,64.0,72.0,10.0,18.0,68.0,8.0,24.0,71.0,7.0,22.0,82.0,4.0,14.0,53.0,16.0,31.0,7.0,65.0,28.0,44.0,33.0,23.0,13.0,87.0,82.0,89.0,86.0,75.0,84.0,86.0,78.0,85.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
290046,67.0,15.0,18.0,75.0,7.0,18.0,71.0,9.0,20.0,57.0,26.0,17.0,18.0,82.0,20.0,80.0,67.0,11.0,22.0,68.0,11.0,21.0,79.0,6.0,15.0,12.0,23.0,65.0,69.0,13.0,18.0,69.0,8.0,23.0,71.0,7.0,22.0,83.0,5.0,12.0,52.0,16.0,32.0,9.0,64.0,27.0,45.0,39.0,16.0,16.0,84.0,82.0,89.0,86.0,72.0,81.0,85.0,77.0,83.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
290047,78.0,7.0,15.0,74.0,8.0,18.0,72.0,8.0,20.0,52.0,28.0,20.0,19.0,81.0,21.0,79.0,67.0,10.0,23.0,69.0,9.0,22.0,81.0,6.0,13.0,9.0,21.0,70.0,65.0,14.0,21.0,70.0,10.0,20.0,69.0,8.0,23.0,82.0,5.0,13.0,60.0,12.0,28.0,7.0,71.0,22.0,38.0,43.0,19.0,18.0,82.0,90.0,88.0,88.0,69.0,80.0,87.0,81.0,87.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0
290049,74.0,7.0,19.0,76.0,4.0,20.0,76.0,4.0,20.0,57.0,22.0,21.0,13.0,87.0,17.0,83.0,74.0,5.0,21.0,72.0,4.0,24.0,83.0,3.0,14.0,8.0,22.0,70.0,72.0,10.0,18.0,73.0,6.0,21.0,72.0,5.0,23.0,84.0,2.0,14.0,54.0,11.0,35.0,5.0,74.0,21.0,43.0,33.0,24.0,9.0,91.0,89.0,91.0,91.0,77.0,87.0,89.0,81.0,90.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0
29004F,72.0,11.0,17.0,82.0,5.0,13.0,79.0,7.0,14.0,63.0,19.0,18.0,13.0,87.0,15.0,85.0,75.0,8.0,17.0,76.0,7.0,17.0,85.0,5.0,10.0,6.0,15.0,79.0,77.0,9.0,14.0,78.0,6.0,16.0,77.0,4.0,19.0,88.0,2.0,10.0,59.0,9.0,32.0,5.0,80.0,15.0,49.0,30.0,21.0,12.0,88.0,86.0,92.0,90.0,78.0,86.0,91.0,83.0,91.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0
290053,75.0,5.0,20.0,82.0,3.0,15.0,80.0,5.0,15.0,62.0,20.0,18.0,15.0,85.0,17.0,83.0,76.0,7.0,17.0,79.0,5.0,16.0,85.0,4.0,11.0,5.0,14.0,81.0,74.0,12.0,14.0,77.0,5.0,18.0,80.0,3.0,17.0,90.0,2.0,8.0,58.0,11.0,31.0,3.0,83.0,14.0,50.0,29.0,21.0,13.0,87.0,89.0,93.0,91.0,77.0,85.0,93.0,81.0,93.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0
290054,64.0,14.0,22.0,70.0,8.0,22.0,68.0,10.0,22.0,51.0,30.0,19.0,19.0,81.0,21.0,79.0,64.0,11.0,25.0,64.0,11.0,25.0,75.0,8.0,17.0,14.0,25.0,61.0,64.0,17.0,19.0,65.0,10.0,25.0,64.0,9.0,27.0,79.0,6.0,15.0,53.0,14.0,33.0,11.0,59.0,30.0,38.0,42.0,20.0,18.0,82.0,82.0,86.0,85.0,68.0,80.0,84.0,78.0,81.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
290057,71.0,11.0,18.0,69.0,8.0,23.0,65.0,12.0,23.0,53.0,27.0,20.0,20.0,80.0,22.0,78.0,61.0,15.0,24.0,62.0,13.0,25.0,72.0,8.0,20.0,17.0,24.0,59.0,67.0,16.0,17.0,64.0,10.0,26.0,64.0,10.0,26.0,78.0,5.0,17.0,49.0,17.0,34.0,14.0,61.0,25.0,40.0,38.0,22.0,18.0,82.0,85.0,86.0,83.0,70.0,79.0,81.0,75.0,80.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
290058,70.0,17.0,13.0,83.0,3.0,14.0,83.0,1.0,16.0,76.0,18.0,6.0,8.0,92.0,,,,,,,,,,,,5.0,7.0,88.0,,,,,,,,,,,,,76.0,1.0,23.0,5.0,86.0,9.0,,,,,,,,,,,,,,,,,,,,,,
291302,75.0,6.0,19.0,77.0,1.0,22.0,71.0,9.0,20.0,51.0,29.0,20.0,20.0,80.0,22.0,78.0,74.0,7.0,19.0,62.0,12.0,26.0,75.0,9.0,16.0,10.0,25.0,65.0,63.0,21.0,16.0,76.0,4.0,20.0,70.0,3.0,27.0,84.0,0.0,16.0,62.0,5.0,33.0,9.0,61.0,30.0,38.0,37.0,25.0,17.0,83.0,,,,,,,,,,,,,,,,,
291306,84.0,2.0,14.0,87.0,1.0,12.0,82.0,2.0,16.0,68.0,12.0,20.0,7.0,93.0,8.0,92.0,78.0,2.0,20.0,80.0,3.0,17.0,86.0,1.0,13.0,3.0,16.0,81.0,78.0,4.0,18.0,81.0,1.0,18.0,84.0,1.0,15.0,95.0,0.0,5.0,61.0,8.0,31.0,3.0,82.0,15.0,57.0,19.0,24.0,7.0,93.0,94.0,95.0,93.0,84.0,92.0,93.0,84.0,93.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
291307,71.0,7.0,22.0,73.0,5.0,22.0,73.0,8.0,19.0,60.0,20.0,20.0,13.0,87.0,13.0,87.0,68.0,9.0,23.0,72.0,9.0,19.0,80.0,6.0,14.0,12.0,33.0,55.0,75.0,11.0,14.0,70.0,8.0,22.0,68.0,4.0,28.0,80.0,3.0,17.0,52.0,10.0,38.0,11.0,52.0,37.0,44.0,30.0,26.0,14.0,86.0,87.0,89.0,88.0,76.0,85.0,83.0,80.0,79.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0
291308,75.0,10.0,15.0,81.0,3.0,16.0,74.0,9.0,17.0,60.0,24.0,16.0,19.0,81.0,23.0,77.0,68.0,11.0,21.0,69.0,10.0,21.0,85.0,7.0,8.0,7.0,20.0,73.0,70.0,12.0,18.0,73.0,5.0,22.0,78.0,3.0,19.0,92.0,2.0,6.0,55.0,12.0,33.0,4.0,54.0,42.0,50.0,37.0,13.0,15.0,85.0,87.0,93.0,88.0,75.0,81.0,89.0,80.0,83.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0
291311,74.0,6.0,20.0,71.0,6.0,23.0,60.0,14.0,26.0,52.0,29.0,19.0,24.0,76.0,28.0,72.0,56.0,17.0,27.0,58.0,17.0,25.0,67.0,9.0,24.0,15.0,28.0,57.0,62.0,20.0,18.0,59.0,9.0,32.0,70.0,6.0,24.0,84.0,3.0,13.0,61.0,9.0,30.0,12.0,53.0,35.0,42.0,39.0,19.0,20.0,80.0,89.0,88.0,80.0,68.0,74.0,82.0,84.0,79.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0
291313,87.0,4.0,9.0,80.0,4.0,16.0,80.0,5.0,15.0,67.0,13.0,20.0,15.0,85.0,17.0,83.0,76.0,6.0,18.0,78.0,7.0,15.0,86.0,3.0,11.0,8.0,21.0,71.0,78.0,5.0,17.0,73.0,4.0,23.0,79.0,4.0,17.0,87.0,3.0,10.0,56.0,5.0,39.0,4.0,68.0,28.0,57.0,21.0,22.0,14.0,86.0,94.0,93.0,91.0,84.0,84.0,89.0,84.0,88.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
300001,62.0,14.0,24.0,79.0,4.0,17.0,78.0,5.0,17.0,61.0,20.0,19.0,11.0,89.0,12.0,88.0,73.0,6.0,21.0,76.0,6.0,18.0,87.0,4.0,9.0,10.0,22.0,68.0,78.0,8.0,14.0,75.0,5.0,20.0,75.0,5.0,20.0,86.0,2.0,12.0,48.0,17.0,35.0,5.0,71.0,24.0,44.0,31.0,25.0,10.0,90.0,82.0,91.0,91.0,77.0,89.0,87.0,76.0,88.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0
300003,70.0,9.0,21.0,79.0,4.0,17.0,80.0,4.0,16.0,61.0,19.0,20.0,12.0,88.0,13.0,87.0,73.0,5.0,22.0,79.0,5.0,16.0,87.0,2.0,11.0,8.0,18.0,74.0,74.0,9.0,17.0,74.0,5.0,21.0,76.0,4.0,20.0,87.0,2.0,11.0,46.0,17.0,37.0,4.0,79.0,17.0,48.0,30.0,22.0,11.0,89.0,86.0,92.0,92.0,77.0,87.0,89.0,75.0,91.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0
300005,61.0,16.0,23.0,79.0,4.0,17.0,80.0,4.0,16.0,59.0,22.0,19.0,11.0,89.0,10.0,90.0,75.0,5.0,20.0,79.0,5.0,16.0,88.0,2.0,10.0,9.0,25.0,66.0,75.0,12.0,13.0,75.0,4.0,21.0,75.0,5.0,20.0,86.0,3.0,11.0,51.0,13.0,36.0,6.0,63.0,31.0,43.0,32.0,25.0,11.0,89.0,80.0,91.0,92.0,75.0,90.0,86.0,79.0,85.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0
300011,71.0,9.0,20.0,80.0,4.0,16.0,76.0,6.0,18.0,60.0,23.0,17.0,15.0,85.0,15.0,85.0,71.0,7.0,22.0,74.0,7.0,19.0,83.0,4.0,13.0,9.0,22.0,69.0,73.0,12.0,15.0,76.0,6.0,18.0,77.0,5.0,18.0,87.0,3.0,10.0,52.0,12.0,36.0,6.0,70.0,24.0,47.0,34.0,19.0,14.0,86.0,86.0,92.0,90.0,75.0,85.0,87.0,79.0,87.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
300012,60.0,17.0,23.0,82.0,3.0,15.0,81.0,5.0,14.0,60.0,21.0,19.0,13.0,87.0,11.0,89.0,78.0,5.0,17.0,79.0,6.0,15.0,87.0,3.0,10.0,7.0,23.0,70.0,74.0,8.0,18.0,80.0,4.0,16.0,80.0,4.0,16.0,87.0,2.0,11.0,44.0,21.0,35.0,3.0,79.0,18.0,46.0,35.0,19.0,14.0,86.0,79.0,93.0,92.0,77.0,87.0,89.0,72.0,91.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0
300014,87.0,2.0,11.0,85.0,3.0,12.0,79.0,7.0,14.0,66.0,17.0,17.0,8.0,92.0,5.0,95.0,77.0,11.0,12.0,75.0,6.0,19.0,84.0,6.0,10.0,5.0,16.0,79.0,75.0,10.0,15.0,82.0,4.0,14.0,81.0,2.0,17.0,91.0,2.0,7.0,59.0,4.0,37.0,6.0,73.0,21.0,58.0,23.0,19.0,11.0,89.0,95.0,94.0,90.0,80.0,91.0,91.0,85.0,88.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0
300017,75.0,7.0,18.0,81.0,4.0,15.0,74.0,6.0,20.0,60.0,19.0,21.0,14.0,86.0,15.0,85.0,66.0,7.0,27.0,72.0,7.0,21.0,82.0,5.0,13.0,12.0,22.0,66.0,74.0,7.0,19.0,74.0,5.0,21.0,80.0,4.0,16.0,88.0,2.0,10.0,50.0,9.0,41.0,9.0,62.0,29.0,46.0,31.0,23.0,12.0,88.0,88.0,92.0,89.0,77.0,86.0,86.0,80.0,83.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
300018,71.0,10.0,19.0,83.0,3.0,14.0,83.0,3.0,14.0,65.0,15.0,20.0,8.0,92.0,11.0,89.0,78.0,4.0,18.0,83.0,3.0,14.0,88.0,2.0,10.0,5.0,17.0,78.0,79.0,5.0,16.0,80.0,4.0,16.0,81.0,3.0,16.0,89.0,2.0,9.0,53.0,12.0,35.0,3.0,84.0,13.0,51.0,25.0,24.0,5.0,95.0,87.0,93.0,93.0,81.0,92.0,91.0,79.0,93.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0
300019,64.0,10.0,26.0,76.0,4.0,20.0,79.0,4.0,17.0,58.0,19.0,23.0,12.0,88.0,14.0,86.0,72.0,5.0,23.0,78.0,4.0,18.0,87.0,4.0,9.0,9.0,29.0,62.0,73.0,10.0,17.0,70.0,5.0,25.0,74.0,3.0,23.0,84.0,2.0,14.0,41.0,19.0,40.0,5.0,66.0,29.0,44.0,28.0,28.0,11.0,89.0,84.0,91.0,91.0,77.0,87.0,86.0,72.0,87.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0
300020,68.0,10.0,22.0,79.0,4.0,17.0,79.0,5.0,16.0,55.0,23.0,22.0,13.0,87.0,14.0,86.0,71.0,5.0,24.0,79.0,5.0,16.0,86.0,3.0,11.0,8.0,23.0,69.0,71.0,9.0,20.0,75.0,5.0,20.0,76.0,5.0,19.0,87.0,3.0,10.0,48.0,14.0,38.0,6.0,71.0,23.0,39.0,36.0,25.0,13.0,87.0,86.0,92.0,91.0,74.0,87.0,87.0,77.0,87.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0
300023,65.0,12.0,23.0,82.0,3.0,15.0,81.0,4.0,15.0,62.0,18.0,20.0,10.0,90.0,14.0,86.0,78.0,4.0,18.0,78.0,4.0,18.0,88.0,3.0,9.0,6.0,20.0,74.0,75.0,9.0,16.0,77.0,4.0,19.0,79.0,3.0,18.0,89.0,2.0,9.0,50.0,15.0,35.0,5.0,73.0,22.0,50.0,28.0,22.0,7.0,93.0,84.0,93.0,92.0,78.0,90.0,90.0,78.0,89.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0
300029,77.0,7.0,16.0,77.0,6.0,17.0,76.0,6.0,18.0,58.0,22.0,20.0,15.0,85.0,16.0,84.0,71.0,8.0,21.0,75.0,6.0,19.0,82.0,4.0,14.0,14.0,21.0,65.0,71.0,11.0,18.0,74.0,8.0,18.0,74.0,5.0,21.0,84.0,3.0,13.0,48.0,14.0,38.0,9.0,67.0,24.0,45.0,33.0,22.0,14.0,86.0,89.0,90.0,90.0,75.0,85.0,85.0,76.0,85.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0
300034,70.0,8.0,22.0,82.0,3.0,15.0,80.0,4.0,16.0,60.0,18.0,22.0,11.0,89.0,13.0,87.0,75.0,5.0,20.0,77.0,5.0,18.0,87.0,2.0,11.0,8.0,21.0,71.0,74.0,8.0,18.0,77.0,4.0,19.0,80.0,3.0,17.0,89.0,2.0,9.0,54.0,14.0,32.0,4.0,70.0,26.0,46.0,29.0,25.0,9.0,91.0,87.0,93.0,92.0,78.0,88.0,88.0,79.0,88.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0
301300,98.0,0.0,2.0,95.0,0.0,5.0,95.0,1.0,4.0,86.0,2.0,12.0,1.0,99.0,,,,,,,,,,,,0.0,7.0,93.0,,,,,,,,,,,,,62.0,2.0,36.0,0.0,96.0,4.0,,,,,,,,,,,,,,,,,,,,,,
301301,91.0,1.0,8.0,81.0,1.0,18.0,83.0,3.0,14.0,64.0,21.0,15.0,13.0,87.0,8.0,92.0,75.0,5.0,20.0,82.0,3.0,15.0,90.0,0.0,10.0,2.0,25.0,73.0,81.0,8.0,11.0,77.0,2.0,21.0,77.0,1.0,22.0,89.0,0.0,11.0,59.0,8.0,33.0,0.0,73.0,27.0,46.0,34.0,20.0,19.0,81.0,,,,,,,,,,,,,,,,,
301302,85.0,4.0,11.0,86.0,2.0,12.0,90.0,3.0,7.0,71.0,13.0,16.0,10.0,90.0,11.0,89.0,86.0,3.0,11.0,90.0,3.0,7.0,92.0,2.0,6.0,5.0,15.0,80.0,83.0,4.0,13.0,83.0,3.0,14.0,83.0,2.0,15.0,92.0,1.0,7.0,67.0,6.0,27.0,3.0,80.0,17.0,60.0,22.0,18.0,10.0,90.0,94.0,94.0,95.0,84.0,89.0,92.0,86.0,92.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
301303,76.0,3.0,21.0,90.0,1.0,9.0,86.0,3.0,11.0,63.0,8.0,29.0,12.0,88.0,11.0,89.0,81.0,4.0,15.0,86.0,2.0,12.0,92.0,2.0,6.0,4.0,22.0,74.0,76.0,2.0,22.0,87.0,1.0,12.0,89.0,1.0,10.0,94.0,1.0,5.0,53.0,5.0,42.0,4.0,76.0,20.0,49.0,14.0,37.0,13.0,87.0,,,,,,,,,,,,,,,,,
301304,86.0,3.0,11.0,79.0,3.0,18.0,81.0,5.0,14.0,65.0,19.0,16.0,9.0,91.0,8.0,92.0,75.0,6.0,19.0,79.0,6.0,15.0,88.0,2.0,10.0,8.0,16.0,76.0,75.0,9.0,16.0,74.0,5.0,21.0,74.0,4.0,22.0,87.0,1.0,12.0,54.0,9.0,37.0,3.0,76.0,21.0,55.0,30.0,15.0,10.0,90.0,95.0,92.0,92.0,79.0,89.0,90.0,81.0,91.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0
301305,82.0,2.0,16.0,88.0,2.0,10.0,86.0,3.0,11.0,75.0,11.0,14.0,9.0,91.0,8.0,92.0,84.0,3.0,13.0,83.0,4.0,13.0,92.0,2.0,6.0,1.0,12.0,87.0,87.0,4.0,9.0,84.0,2.0,14.0,86.0,2.0,12.0,95.0,1.0,4.0,58.0,10.0,32.0,1.0,91.0,8.0,62.0,18.0,20.0,11.0,89.0,93.0,96.0,94.0,86.0,90.0,95.0,82.0,97.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0
