facility_id,hospital_overall_rating,better_flags_safety,worse_flags_safety,better_flags_mort,worse_flags_mort,readm_ratio_avg,patient_exp_score
040072,4.0,0.0,0.0,0.0,0.0,1.0025499999999998,
040076,,0.0,0.0,0.0,0.0,1.0027,
040078,1.0,0.0,1.0,0.0,1.0,0.9957333333333334,81.0
040084,2.0,0.0,0.0,0.0,0.0,1.0015399999999999,85.25
040088,2.0,0.0,0.0,0.0,0.0,0.964175,86.125
04009F,5.0,0.0,0.0,0.0,0.0,,91.5
04010F,3.0,0.0,0.0,0.0,0.0,,86.5
040114,3.0,1.0,1.0,0.0,1.0,1.0051,84.0
040118,2.0,0.0,1.0,0.0,1.0,1.0475999999999999,86.875
040119,3.0,0.0,2.0,0.0,0.0,0.9471,85.875
040132,,,,,,,
040134,4.0,0.0,0.0,0.0,0.0,1.0296,90.125
040137,4.0,0.0,0.0,0.0,0.0,0.9693,85.625
040147,,0.0,0.0,0.0,0.0,0.7189,91.75
040153,,0.0,0.0,0.0,0.0,0.9548,
040154,3.0,0.0,0.0,0.0,0.0,1.022025,87.25
040156,,0.0,0.0,0.0,0.0,0.9872000000000001,
040161,3.0,0.0,0.0,0.0,0.0,1.04305,90.875
040164,,0.0,0.0,0.0,0.0,,
040779,,,,,,,
040780,,,,,,,
040781,,,,,,,
040782,,,,,,,
040783,,,,,,,
041300,,0.0,0.0,0.0,0.0,,
041302,,0.0,0.0,0.0,0.0,,
041303,,0.0,0.0,0.0,0.0,,
041305,,0.0,0.0,0.0,0.0,,
041306,,0.0,0.0,0.0,0.0,,
041307,3.0,0.0,0.0,0.0,0.0,,
041308,,,,,,,
041309,,0.0,0.0,0.0,0.0,,
041310,,0.0,0.0,0.0,0.0,,
041311,,0.0,0.0,0.0,1.0,,94.5
041312,,0.0,0.0,0.0,0.0,,
041313,,0.0,0.0,0.0,0.0,,
041317,,0.0,0.0,0.0,0.0,,
041318,,0.0,0.0,0.0,0.0,,
041320,,0.0,0.0,0.0,0.0,,
041321,,0.0,0.0,0.0,0.0,,
041322,,0.0,0.0,0.0,0.0,,
041323,3.0,0.0,0.0,0.0,0.0,,
041324,,0.0,0.0,0.0,0.0,,
041326,,0.0,0.0,0.0,0.0,,
041327,,0.0,0.0,0.0,0.0,,
041328,,0.0,0.0,0.0,0.0,,
041329,,0.0,0.0,0.0,0.0,,
041330,3.0,0.0,0.0,0.0,0.0,,89.625
041331,,0.0,0.0,0.0,0.0,,
041332,,0.0,0.0,0.0,0.0,,
041333,,,,,,,
041334,,,,,,,
043300,,,,,,,
043301,,,,,,,
044004,,,,,,,
044005,,,,,,,
044006,,,,,,,
044007,,,,,,,
044011,,,,,,,
044017,,,,,,,
044019,,,,,,,
044020,,,,,,,
044021,,,,,,,
044022,,,,,,,
050002,1.0,0.0,0.0,0.0,0.0,1.11552,83.875
050006,3.0,1.0,0.0,0.0,0.0,0.9222666666666667,83.375
050007,5.0,0.0,0.0,1.0,0.0,0.9623,87.5
050008,3.0,0.0,0.0,0.0,0.0,0.9725,85.625
050009,4.0,0.0,0.0,0.0,1.0,0.9556333333333334,84.5
050013,4.0,0.0,1.0,0.0,0.0,0.9400600000000001,85.75
050014,4.0,0.0,0.0,0.0,0.0,0.979025,89.5
050017,4.0,0.0,2.0,0.0,0.0,1.05135,87.0
050022,3.0,1.0,0.0,0.0,0.0,1.0587499999999999,79.875
050024,3.0,0.0,0.0,0.0,0.0,1.049475,81.625
050025,5.0,1.0,0.0,4.0,0.0,1.0089166666666667,85.25
050026,3.0,0.0,0.0,0.0,0.0,1.0423166666666666,85.0
050028,3.0,0.0,0.0,0.0,0.0,0.99265,86.5
050030,1.0,0.0,1.0,3.0,0.0,1.24836,72.875
050036,2.0,0.0,0.0,0.0,1.0,1.0130333333333332,85.25
050038,3.0,0.0,0.0,1.0,0.0,1.00475,84.125
050039,2.0,0.0,0.0,0.0,0.0,1.0047833333333334,83.875
050040,2.0,0.0,0.0,0.0,0.0,1.0063333333333333,84.875
050042,4.0,0.0,0.0,0.0,0.0,0.9818666666666666,87.375
050043,5.0,1.0,0.0,0.0,0.0,0.9305833333333333,86.75
050045,1.0,0.0,0.0,0.0,1.0,1.0062333333333333,80.625
050047,3.0,0.0,0.0,0.0,0.0,1.04788,87.25
050054,5.0,0.0,0.0,0.0,0.0,0.9652000000000001,83.375
050055,4.0,0.0,0.0,0.0,0.0,0.9748749999999999,87.5
050056,1.0,0.0,0.0,0.0,1.0,1.0219500000000001,78.125
050057,3.0,0.0,1.0,0.0,2.0,0.9696000000000001,83.75
050058,3.0,0.0,0.0,1.0,0.0,1.00082,84.125
050060,1.0,0.0,1.0,0.0,0.0,1.07098,83.625
050063,3.0,0.0,0.0,1.0,0.0,0.9871399999999999,80.125
050067,,0.0,0.0,0.0,0.0,1.0292,
050069,4.0,0.0,0.0,1.0,0.0,0.9841833333333335,83.625
050070,5.0,0.0,0.0,0.0,0.0,,85.375
050071,3.0,0.0,0.0,0.0,0.0,1.0283,85.25
050072,3.0,0.0,0.0,0.0,0.0,,82.875
050073,4.0,0.0,0.0,0.0,0.0,0.9979,86.375
050075,2.0,0.0,0.0,0.0,0.0,1.056175,84.125
050076,4.0,0.0,0.0,0.0,0.0,,84.25
050077,3.0,0.0,0.0,1.0,1.0,1.0146333333333333,84.25
050078,4.0,0.0,0.0,0.0,0.0,0.9783333333333334,86.25
050082,3.0,1.0,0.0,0.0,0.0,0.9673666666666666,83.875
050084,4.0,0.0,0.0,0.0,0.0,1.03036,83.375
050089,3.0,0.0,0.0,0.0,0.0,1.02425,83.75
050090,1.0,0.0,0.0,0.0,0.0,0.9966666666666667,89.75
050091,,0.0,0.0,0.0,0.0,1.0743,78.125
050093,2.0,0.0,0.0,0.0,0.0,1.0688666666666669,84.25
050099,3.0,0.0,0.0,0.0,0.0,0.9662000000000001,83.375
050100,4.0,0.0,1.0,1.0,0.0,1.0301666666666667,87.875
050101,3.0,0.0,0.0,0.0,0.0,0.945925,83.25
050102,2.0,0.0,0.0,0.0,0.0,1.0211000000000001,83.125
050103,3.0,0.0,0.0,0.0,0.0,1.036025,83.125
050104,4.0,0.0,0.0,0.0,0.0,1.032325,83.125
050107,2.0,1.0,0.0,0.0,1.0,0.99695,86.25
050108,4.0,0.0,0.0,0.0,0.0,0.9571666666666667,87.0
050110,1.0,0.0,0.0,0.0,1.0,1.05355,81.0
050112,4.0,1.0,0.0,2.0,0.0,1.03598,85.5
050113,,0.0,0.0,0.0,0.0,1.0273,86.125
050115,2.0,0.0,0.0,0.0,0.0,1.00595,83.5
050116,4.0,0.0,0.0,1.0,0.0,1.0117,83.875
050118,2.0,0.0,0.0,0.0,0.0,1.0482666666666667,80.375
050121,2.0,0.0,0.0,0.0,0.0,0.9728200000000001,85.375
050122,3.0,0.0,0.0,0.0,0.0,0.9844799999999999,81.5
050124,3.0,0.0,0.0,2.0,0.0,1.0011,83.625
050125,3.0,0.0,0.0,1.0,0.0,1.1279,83.375
050126,2.0,0.0,0.0,1.0,0.0,1.0576199999999998,81.875
050127,5.0,0.0,0.0,0.0,0.0,0.9638,87.0
050128,2.0,0.0,0.0,0.0,0.0,1.0326799999999998,81.25
050129,3.0,0.0,0.0,0.0,0.0,1.0579500000000002,83.625
050131,5.0,0.0,0.0,0.0,0.0,0.96055,87.875
050132,4.0,0.0,0.0,1.0,0.0,0.9904000000000001,84.375
050133,2.0,0.0,0.0,0.0,2.0,1.02728,81.375
050135,4.0,1.0,0.0,3.0,0.0,1.008725,72.625
050136,4.0,0.0,0.0,0.0,0.0,0.9827,84.625
050137,4.0,0.0,0.0,0.0,0.0,,86.125
050138,4.0,0.0,0.0,0.0,0.0,0.9950000000000001,86.75
050139,2.0,0.0,0.0,0.0,0.0,,85.75
050140,3.0,0.0,0.0,0.0,0.0,1.0110000000000001,88.625
050145,3.0,0.0,4.0,1.0,0.0,0.9925833333333333,87.125
050149,3.0,0.0,0.0,0.0,0.0,1.04685,82.0
050150,3.0,0.0,0.0,1.0,0.0,1.0595,86.375
050152,2.0,0.0,0.0,0.0,0.0,1.037025,82.5
050158,2.0,0.0,0.0,1.0,0.0,1.034,78.375
050159,2.0,0.0,0.0,0.0,0.0,0.9843,84.375
05015F,,,,,,,90.125
050167,2.0,0.0,2.0,0.0,0.0,1.0165666666666666,80.75
050168,4.0,0.0,0.0,0.0,0.0,0.9890833333333333,86.5
050169,3.0,0.0,0.0,0.0,0.0,0.99185,87.625
050174,2.0,0.0,0.0,0.0,0.0,0.9936666666666666,82.625
050179,2.0,0.0,0.0,0.0,0.0,1.05698,80.875
050180,3.0,0.0,3.0,2.0,1.0,0.9243,84.5
050191,4.0,0.0,0.0,0.0,0.0,0.980975,82.875
050192,,0.0,0.0,0.0,0.0,0.9855,85.75
050194,1.0,0.0,0.0,0.0,0.0,1.0379333333333334,86.0
050195,3.0,0.0,0.0,0.0,0.0,1.05685,84.5
050197,5.0,1.0,0.0,1.0,0.0,0.9176000000000001,87.5
050204,3.0,0.0,0.0,0.0,0.0,1.00266,83.75
05020F,,,,,,,88.625
050211,3.0,0.0,0.0,0.0,0.0,1.017,82.625
050222,4.0,0.0,0.0,1.0,0.0,1.02698,85.625
050224,5.0,0.0,2.0,1.0,0.0,0.9293000000000001,87.875
050226,3.0,0.0,0.0,1.0,0.0,1.01372,82.125
050228,1.0,0.0,0.0,1.0,0.0,1.1077600000000003,84.625
05022F,,,,,,,89.375
050230,3.0,0.0,0.0,0.0,0.0,1.0509666666666666,78.375
050231,3.0,1.0,0.0,1.0,0.0,0.9871,83.375
050232,5.0,0.0,0.0,0.0,0.0,0.9405666666666668,85.75
050234,5.0,0.0,0.0,0.0,0.0,0.9425250000000001,89.375
050235,3.0,0.0,0.0,3.0,0.0,1.0756499999999998,85.125
050236,2.0,0.0,0.0,0.0,0.0,1.07298,84.625
050238,3.0,0.0,0.0,2.0,0.0,0.9981200000000001,80.625
050239,4.0,1.0,0.0,2.0,0.0,1.0541166666666666,85.625
050242,5.0,0.0,1.0,1.0,0.0,1.0124833333333332,83.5
050243,2.0,0.0,0.0,0.0,0.0,1.03464,80.625
050245,2.0,0.0,0.0,0.0,0.0,0.98175,85.125
050248,3.0,0.0,0.0,0.0,0.0,1.0088,84.5
050254,3.0,0.0,0.0,0.0,0.0,0.9255,85.5
050257,,0.0,0.0,0.0,0.0,0.9522,
05025F,4.0,0.0,0.0,0.0,0.0,,86.875
050261,2.0,0.0,0.0,0.0,1.0,1.0027199999999998,82.125
050262,4.0,2.0,1.0,2.0,0.0,0.95896,85.125
050272,3.0,0.0,0.0,0.0,1.0,0.97305,86.125
050276,3.0,0.0,0.0,0.0,0.0,0.9701333333333334,85.5
050278,4.0,0.0,0.0,1.0,0.0,1.0515400000000001,85.75
050279,,0.0,0.0,0.0,0.0,1.0089000000000001,80.25
05027F,3.0,0.0,0.0,2.0,0.0,,85.375
050280,2.0,0.0,2.0,0.0,0.0,1.0217833333333335,83.875
050281,3.0,0.0,0.0,1.0,0.0,1.0312000000000001,85.0
050283,4.0,0.0,0.0,1.0,0.0,0.9732,85.5
050289,1.0,0.0,0.0,0.0,0.0,1.0090000000000001,83.0
050290,4.0,0.0,0.0,3.0,0.0,0.9238333333333335,84.125
050291,4.0,0.0,0.0,0.0,0.0,0.9776,86.625
050292,3.0,0.0,0.0,0.0,0.0,1.038,82.5
050295,3.0,0.0,0.0,0.0,0.0,0.9929,81.875
050298,1.0,0.0,0.0,0.0,0.0,0.9877499999999999,86.0
050300,1.0,0.0,0.0,0.0,0.0,1.09354,77.75
050301,4.0,0.0,0.0,0.0,0.0,0.9872,83.375
050305,3.0,0.0,0.0,1.0,0.0,0.9143499999999999,80.625
050308,4.0,0.0,0.0,2.0,0.0,1.0280333333333334,87.125
050309,3.0,1.0,0.0,1.0,0.0,0.9807,87.375
05030F,4.0,0.0,0.0,0.0,0.0,,86.375
050313,4.0,0.0,0.0,0.0,0.0,0.940675,84.375
050315,2.0,0.0,0.0,0.0,0.0,1.0017,81.625
05031F,5.0,1.0,0.0,1.0,0.0,,89.5
050320,1.0,0.0,0.0,0.0,0.0,1.021,83.875
050324,5.0,0.0,3.0,3.0,0.0,0.9945666666666667,88.25
050327,3.0,1.0,0.0,0.0,0.0,0.9575799999999999,87.625
050329,3.0,0.0,0.0,0.0,0.0,1.023875,77.5
050334,4.0,0.0,0.0,1.0,0.0,1.00488,86.5
050335,3.0,0.0,1.0,0.0,0.0,0.9707749999999999,84.25
050336,3.0,0.0,0.0,0.0,0.0,1.030325,85.5
050342,2.0,0.0,0.0,0.0,0.0,0.9908999999999999,82.5
050348,4.0,1.0,1.0,1.0,0.0,0.9893166666666667,84.625
050350,2.0,0.0,2.0,1.0,0.0,0.9979199999999999,
050351,4.0,0.0,3.0,2.0,0.0,1.0022666666666666,86.875
050352,4.0,0.0,0.0,0.0,0.0,0.9671000000000001,88.75
050353,4.0,0.0,0.0,0.0,0.0,0.9657333333333332,85.25
050357,5.0,0.0,0.0,0.0,0.0,0.9744666666666667,89.375
050360,4.0,0.0,1.0,2.0,0.0,0.9568666666666669,85.375
050367,3.0,0.0,0.0,0.0,0.0,1.0162666666666667,84.0
050373,2.0,0.0,0.0,0.0,0.0,1.030575,83.375
050376,1.0,0.0,2.0,0.0,0.0,0.9797400000000002,79.625
050378,1.0,0.0,0.0,0.0,0.0,,
050380,2.0,0.0,0.0,0.0,0.0,1.0900333333333332,81.125
050382,1.0,0.0,0.0,0.0,1.0,1.0934000000000001,80.5
050390,1.0,0.0,0.0,0.0,0.0,1.0120666666666667,72.875
050393,3.0,0.0,0.0,1.0,0.0,1.02735,85.75
050394,4.0,0.0,0.0,0.0,0.0,0.9752666666666667,88.25
050396,5.0,0.0,0.0,1.0,0.0,0.9752000000000001,88.75
05039F,,,,,,,
050407,3.0,0.0,0.0,0.0,0.0,1.0302666666666667,83.0
050411,4.0,0.0,0.0,0.0,0.0,,86.875
050414,4.0,0.0,0.0,0.0,0.0,1.0114750000000001,85.125
050417,2.0,0.0,0.0,0.0,1.0,0.9729749999999999,85.625
05041F,,,,,,,
050424,5.0,0.0,0.0,1.0,0.0,0.898925,90.75
050425,3.0,0.0,0.0,0.0,0.0,0.9793499999999999,81.875
050426,2.0,0.0,0.0,0.0,0.0,1.066975,78.375
